"","p0q0"
"10704",0.929
"10705",0.55
"10706",0.158
"10707",0.268
"10708",0.608
"10709",0.768
"10710",0.035
"10711",0.575
"10712",0.68
"10713",0.737
"10714",0.009
"10715",0.762
"10716",0.388
"10717",0.221
"10718",0.531
"10719",0.796
"10720",0.693
"10721",0.117
"10722",0.276
"10723",0.561
"10724",0.287
"10725",0.819
"10726",0.519
"10727",0.056
"10728",0.284
"10729",0.329
"10730",0.683
"10731",0.343
"10732",0.707
"10733",0.02
"10734",0.11
"10735",0.42
"10736",0.373
"10737",0.92
"10738",0.893
"10739",0.08
"10740",0.304
"10741",0.136
"10742",0.266
"10743",0.347
"10744",0.834
"10745",0.476
"10746",0.107
"10747",0.542
"10748",0.343
"10749",0.575
"10750",0.256
"10751",0.39
"10752",0.066
"10753",0.991
"10754",0.398
"10755",0.327
"10756",0.582
"10757",0.091
"10758",0.251
"10759",0.059
"10760",0.46
"10761",0.421
"10762",0.671
"10763",0.295
"10764",0.584
"10765",0.853
"10766",0.29
"10767",0.426
"10768",0.205
"10769",0.532
"10770",0.651
"10771",0.053
"10772",0.826
"10773",0.405
"10774",0.429
"10775",0.393
"10776",0.148
"10777",0.08
"10778",0.01
"10779",0.181
"10780",0.139
"10781",0.191
"10782",0.246
"10783",0.796
"10784",0.887
"10785",0.712
"10786",0.572
"10787",0.756
"10788",0.624
"10789",0.92
"10790",0.519
"10791",0.374
"10792",0.219
"10793",0.882
"10794",0.693
"10795",0.395
"10796",0.199
"10797",0.876
"10798",0.75
"10799",0.105
"10800",0.174
"10801",0.273
"10802",0.782
"10803",0.819
"10804",0.941
"10805",0.951
"10806",0.111
"10807",0.484
"10808",0.142
"10809",0.37
"10810",0.824
"10811",0.734
"10812",0.964
"10813",0.452
"10814",0.298
"10815",0.505
"10816",0.168
"10817",0.6
"10818",0.688
"10819",0.862
"10820",0.91
"10821",0.143
"10822",0.284
"10823",0.33
"10824",0.549
"10825",0.726
"10826",0.341
"10827",0.016
"10828",0.785
"10829",0.902
"10830",0.527
"10831",0.258
"10832",0.803
"10833",0.148
"10834",0.504
"10835",0.567
"10836",0.592
"10837",0.987
"10838",0.816
"10839",0.251
"10840",0.236
"10841",0.068
"10842",0.744
"10843",0.447
"10844",0.045
"10845",0.879
"10846",0.697
"10847",0.391
"10848",0.795
"10849",0.726
"10850",0.502
"10851",0.876
"10852",0.715
"10853",0.043
"10854",0.722
"10855",0.726
"10856",0.087
"10857",0.303
"10858",0.558
"10859",0.476
"10860",0.752
"10861",0.988
"10862",0.757
"10863",0.6
"10864",0.386
"10865",0.791
"10866",0.3
"10867",0.161
"10868",0.251
"10869",0.666
"10870",0.087
"10871",0.451
"10872",0.421
"10873",0.408
"10874",0.704
"10875",0.712
"10876",0.989
"10877",0.066
"10878",0.222
"10879",0.918
"10880",0.081
"10881",0.989
"10882",0.987
"10883",0.33
"10884",0.874
"10885",0.698
"10886",0.475
"10887",0.98
"10888",0.763
"10889",0.189
"10890",0.752
"10891",0.519
"10892",0.575
"10893",0.99
"10894",0.885
"10895",0.177
"10896",0.472
"10897",0.83
"10898",0.672
"10899",0.682
"10900",0.91
"10901",0.358
"10902",0.066
"10903",0.641
"10904",0.046
"10905",0.37
"10906",0.905
"10907",0.776
"10908",0.839
"10909",0.305
"10910",0.62
"10911",0.039
"10912",0.405
"10913",0.792
"10914",0.762
"10915",0.871
"10916",0.049
"10917",0.544
"10918",0.337
"10919",0.203
"10920",0.183
"10921",0.315
"10922",0.987
"10923",0.094
"10924",0.134
"10925",0.083
"10926",0.21
"10927",0.871
"10928",0.141
"10929",0.02
"10930",0.038
"10931",0.712
"10932",0.531
"10933",0.35
"10934",0.807
"10935",0.092
"10936",0.442
"10937",0.408
"10938",0.984
"10939",0.425
"10940",0.037
"10941",0.885
"10942",0.569
"10943",0.992
"10944",0.437
"10945",0.966
"10946",0.936
"10947",0.948
"10948",0.552
"10949",0.947
"10950",0.156
"10951",0.823
"10952",0.616
"10953",0.325
"10954",0.45
"10955",0.568
"10956",0.594
"10957",0.063
"10958",0.081
"10959",0.218
"10960",0.734
"10961",0.191
"10962",0.961
"10963",0.138
"10964",0.395
"10965",0.921
"10966",0.865
"10967",0.691
"10968",0.919
"10969",0.604
"10970",0.83
"10971",0.495
"10972",0.24
"10973",0.838
"10974",0.007
"10975",0.812
"10976",0.83
"10977",0.183
"10978",0.377
"10979",0.023
"10980",0.471
"10981",0.119
"10982",0.444
"10983",0.31
"10984",0.513
"10985",0.499
"10986",0.107
"10987",0.934
"10988",0.529
"10989",0.737
"10990",0.371
"10991",0.753
"10992",0.692
"10993",0.791
"10994",0.027
"10995",0.448
"10996",0.103
"10997",0.141
"10998",0.509
"10999",0.185
"11000",0.444
"11001",0.087
"11002",0.413
"11003",0.098
"11004",0.916
"11005",0.065
"11006",0.39
"11007",0.805
"11008",0.384
"11009",0.112
"11010",0.16
"11011",0.732
"11012",0.277
"11013",0.99
"11014",0.87
"11015",0.422
"11016",0.966
"11017",0.427
"11018",0.947
"11019",0.799
"11020",0.247
"11021",0.494
"11022",0.863
"11023",0.222
"11024",0.09
"11025",0.078
"11026",0.2
"11027",0.537
"11028",0.623
"11029",0.335
"11030",0.974
"11031",0.653
"11032",0.527
"11033",0.611
"11034",0.852
"11035",0.903
"11036",0.471
"11037",0.726
"11038",0.503
"11039",0.872
"11040",0.662
"11041",0.528
"11042",0.947
"11043",0.793
"11044",0.217
"11045",0.402
"11046",0.402
"11047",0.439
"11048",0.624
"11049",0.53
"11050",0.529
"11051",0.133
"11052",0.109
"11053",0.114
"11054",0.451
"11055",0.386
"11056",0.754
"11057",0.081
"11058",0.429
"11059",0.538
"11060",0.535
"11061",0.788
"11062",0.092
"11063",0.189
"11064",0.325
"11065",0.521
"11066",0.213
"11067",0.062
"11068",0.618
"11069",0.825
"11070",0.341
"11071",0.36
"11072",0.298
"11073",0.937
"11074",0.811
"11075",0.517
"11076",0.497
"11077",0.969
"11078",0.976
"11079",0.631
"11080",0.024
"11081",0.425
"11082",0.858
"11083",0.844
"11084",0.584
"11085",0.702
"11086",0.11
"11087",0.289
"11088",0.577
"11089",0.759
"11090",0.586
"11091",0.736
"11092",0.415
"11093",0.645
"11094",0.513
"11095",0.361
"11096",0.893
"11097",0.48
"11098",0.651
"11099",0.81
"11100",0.142
"11101",0.87
"11102",0.206
"11103",0.617
"11104",0.014
"11105",0.21
"11106",0.727
"11107",0.775
"11108",0.372
"11109",0.56
"11110",0.634
"11111",0.872
"11112",0.59
"11113",0.055
"11114",0.257
"11115",0.228
"11116",0.461
"11117",0.703
"11118",0.83
"11119",0.088
"11120",0.328
"11121",0.997
"11122",0.621
"11123",0.197
"11124",0.52
"11125",0.673
"11126",0.015
"11127",0.042
"11128",0.087
"11129",0.986
"11130",0.154
"11131",0.766
"11132",0.862
"11133",0.304
"11134",0.209
"11135",0.603
"11136",0.312
"11137",0.239
"11138",0.793
"11139",0.043
"11140",0.677
"11141",0.138
"11142",0.241
"11143",0.181
"11144",0.007
"11145",0.873
"11146",0.795
"11147",0.679
"11148",0.003
"11149",0.356
"11150",0.788
"11151",0.399
"11152",0.539
"11153",0.858
"11154",0.573
"11155",0.158
"11156",0.516
"11157",0.726
"11158",0.785
"11159",0.175
"11160",0.991
"11161",0.763
"11162",0.644
"11163",0.896
"11164",0.962
"11165",0.331
"11166",0.843
"11167",0.676
"11168",0.428
"11169",0.014
"11170",0.217
"11171",0.627
"11172",0.555
"11173",0.623
"11174",0.906
"11175",0.665
"11176",0.364
"11177",0.888
"11178",0.486
"11179",0.17
"11180",0.285
"11181",0.919
"11182",0.335
"11183",0.168
"11184",0.219
"11185",0.051
"11186",0.254
"11187",0.986
"11188",0.629
"11189",0.793
"11190",0.025
"11191",0.777
"11192",0.981
"11193",0.736
"11194",0.528
"11195",0.417
"11196",0.725
"11197",0.843
"11198",0.665
"11199",0.924
"11200",0.682
"11201",0.059
"11202",0.64
"11203",0.127
"11204",0.907
"11205",0.235
"11206",0.26
"11207",0.7
"11208",0.975
"11209",0.01
"11210",0.59
"11211",0.437
"11212",0.337
"11213",0.073
"11214",0.913
"11215",0.365
"11216",0.578
"11217",0.054
"11218",0.14
"11219",0.879
"11220",0.005
"11221",0.391
"11222",0.48
"11223",0.423
"11224",0.836
"11225",0.932
"11226",0.127
"11227",0.194
"11228",0.005
"11229",0.061
"11230",0.839
"11231",0.268
"11232",0.322
"11233",0.257
"11234",0.056
"11235",0.637
"11236",0.495
"11237",0.376
"11238",0.261
"11239",0.079
"11240",0.284
"11241",0.427
"11242",0.049
"11243",0.725
"11244",0.909
"11245",0.09
"11246",0.327
"11247",0.842
"11248",0.69
"11249",0.76
"11250",0.918
"11251",0.933
"11252",0.102
"11253",0.372
"11254",0.403
"11255",0.664
"11256",0.844
"11257",0.191
"11258",0.044
"11259",0.399
"11260",0.88
"11261",0.146
"11262",0.714
"11263",0.859
"11264",0.126
"11265",0.074
"11266",0.008
"11267",0.731
"11268",0.064
"11269",0.247
"11270",0.499
"11271",0.147
"11272",0.48
"11273",0.928
"11274",0.009
"11275",0.543
"11276",0.956
"11277",0.631
"11278",0.56
"11279",0.577
"11280",0.082
"11281",0.743
"11282",0.131
"11283",0.93
"11284",0.796
"11285",0.525
"11286",0.321
"11287",0.889
"11288",0.922
"11289",0.009
"11290",0.159
"11291",0.736
"11292",0.676
"11293",0.664
"11294",0.861
"11295",0.572
"11296",0.208
"11297",0.551
"11298",0.637
"11299",0.324
"11300",0.236
"11301",0.267
"11302",0.933
"11303",0.863
"11304",0.7
"11305",0.426
"11306",0.64
"11307",0.881
"11308",0.642
"11309",0.349
"11310",0.141
"11311",0.155
"11312",0.65
"11313",0.926
"11314",0.963
"11315",0.461
"11316",0.383
"11317",0.888
"11318",0.879
"11319",0.109
"11320",0.214
"11321",0.64
"11322",0.026
"11323",0.376
"11324",0.221
"11325",0.975
"11326",0.029
"11327",0.905
"11328",0.247
"11329",0.712
"11330",0.22
"11331",0.306
"11332",0.377
"11333",0.837
"11334",0.1
"11335",0.765
"11336",0.941
"11337",0.074
"11338",0.385
"11339",0.883
"11340",0.266
"11341",0.804
"11342",0.485
"11343",0.426
"11344",0.931
"11345",0.99
"11346",0.705
"11347",0.83
"11348",0.685
"11349",0.304
"11350",0.068
"11351",0.824
"11352",0.564
"11353",0.659
"11354",0.086
"11355",0.431
"11356",0.921
"11357",0.001
"11358",0.861
"11359",0.333
"11360",0.67
"11361",0.51
"11362",0.717
"11363",0.765
"11364",0.185
"11365",0.638
"11366",0.23
"11367",0.59
"11368",0.943
"11369",0.935
"11370",0.104
"11371",0.479
"11372",0.596
"11373",0.146
"11374",0.3
"11375",0.307
"11376",0.486
"11377",0.427
"11378",0.792
"11379",0.283
"11380",0.664
"11381",0.031
"11382",0.975
"11383",0.724
"11384",0.809
"11385",0.786
"11386",0.484
"11387",0.231
"11388",0.007
"11389",0.669
"11390",0.469
"11391",0.376
"11392",0.765
"11393",0.384
"11394",0.381
"11395",0.727
"11396",0.92
"11397",0.662
"11398",0.616
"11399",0.28
"11400",0.463
"11401",0.232
"11402",0.155
"11403",0.707
"11404",0.028
"11405",0.159
"11406",0.096
"11407",0.241
"11408",0.887
"11409",0.917
"11410",0.82
"11411",0.564
"11412",0.746
"11413",0.329
"11414",0.245
"11415",0.119
"11416",0.649
"11417",0.763
"11418",0.329
"11419",0.29
"11420",0.915
"11421",0.539
"11422",0.862
"11423",0.883
"11424",0.418
"11425",0.413
"11426",0.094
"11427",0.849
"11428",0.999
"11429",0.126
"11430",0.632
"11431",0.039
"11432",0.695
"11433",0.628
"11434",0.362
"11435",0.883
"11436",0.744
"11437",0.299
"11438",0.694
"11439",0.399
"11440",0.746
"11441",0.823
"11442",0.572
"11443",0.325
"11444",0.146
"11445",0.131
"11446",0.02
"11447",0.204
"11448",0.696
"11449",0.431
"11450",0.131
"11451",0.061
"11452",0.865
"11453",0.791
"11454",0.199
"11455",0.717
"11456",0.059
"11457",0.8
"11458",0.49
"11459",0.939
"11460",0.722
"11461",0.838
"11462",0.797
"11463",0.926
"11464",0.658
"11465",0.363
"11466",0.559
"11467",0.877
"11468",0.436
"11469",0.088
"11470",0.352
"11471",0.73
"11472",0.96
"11473",0.951
"11474",0.423
"11475",0.98
"11476",0.333
"11477",0.614
"11478",0.571
"11479",0.778
"11480",0.164
"11481",0.14
"11482",0.237
"11483",0.063
"11484",0.727
"11485",0.495
"11486",0.102
"11487",0.615
"11488",0.136
"11489",0.447
"11490",0.783
"11491",0.211
"11492",0.894
"11493",0.111
"11494",0.068
"11495",0.827
"11496",0.746
"11497",0.843
"11498",0.723
"11499",0.437
"11500",0.489
"11501",0.954
"11502",0.404
"11503",0.506
"11504",0.356
"11505",0.836
"11506",0.968
"11507",0.251
"11508",0.829
"11509",0.728
"11510",0.783
"11511",0.745
"11512",0.488
"11513",0.614
"11514",0.772
"11515",0.862
"11516",0.769
"11517",0.447
"11518",0.723
"11519",0.022
"11520",0.195
"11521",0.368
"11522",0.298
"11523",0.776
"11524",0.033
"11525",0.03
"11526",0.094
"11527",0.043
"11528",0.996
"11529",0.509
"11530",0.584
"11531",0.548
"11532",0.376
"11533",0.889
"11534",0.622
"11535",0.475
"11536",0.05
"11537",0.694
"11538",0.176
"11539",0.608
"11540",0.986
"11541",0.772
"11542",0.557
"11543",0.82
"11544",0.557
"11545",0.091
"11546",0.884
"11547",0.247
"11548",0.048
"11549",0.821
"11550",0.81
"11551",0.015
"11552",0.637
"11553",0.005
"11554",0.089
"11555",0.554
"11556",0.163
"11557",0.513
"11558",0.101
"11559",0.364
"11560",0.301
"11561",0.802
"11562",0.751
"11563",0.883
"11564",0.55
"11565",0.84
"11566",0.036
"11567",0.43
"11568",0.942
"11569",0.489
"11570",0.347
"11571",0.62
"11572",0.293
"11573",0.017
"11574",0.352
"11575",0.158
"11576",0.937
"11577",0.787
"11578",0.536
"11579",0.598
"11580",0.05
"11581",0.096
"11582",0.571
"11583",0.901
"11584",0.997
"11585",0.688
"11586",0.899
"11587",0.273
"11588",0.327
"11589",0.505
"11590",0.248
"11591",0.527
"11592",0.626
"11593",0.383
"11594",0.479
"11595",0.427
"11596",0.434
"11597",0.441
"11598",0.024
"11599",0.745
"11600",0.784
"11601",0.841
"11602",0.554
"11603",0.71
"11604",0.732
"11605",0.96
"11606",0.405
"11607",0.733
"11608",0.638
"11609",0.627
"11610",0.638
"11611",0.8
"11612",0.439
"11613",0.446
"11614",0.527
"11615",0.768
"11616",0.871
"11617",0.978
"11618",0.327
"11619",0.418
"11620",0.971
"11621",0.85
"11622",0.848
"11623",0.51
"11624",0.349
"11625",0.227
"11626",0.954
"11627",0.872
"11628",0.881
"11629",0.677
"11630",0.962
"11631",0.376
"11632",0.297
"11633",0.961
"11634",0.714
"11635",0.032
"11636",0.471
"11637",0.475
"11638",0.299
"11639",0.417
"11640",0.832
"11641",0.448
"11642",0.207
"11643",0.548
"11644",0.715
"11645",0.969
"11646",0.118
"11647",0.019
"11648",0.341
"11649",0.85
"11650",0.916
"11651",0.224
"11652",0.03
"11653",0.827
"11654",0.394
"11655",0.327
"11656",0.113
"11657",0.806
"11658",0.367
"11659",0.412
"11660",0.211
"11661",0.271
"11662",0.727
"11663",0.11
"11664",0.528
"11665",0.159
"11666",0.151
"11667",0.358
"11668",0.818
"11669",0.484
"11670",0.339
"11671",0.696
"11672",0.136
"11673",0.47
"11674",0.559
"11675",0.891
"11676",0.105
"11677",0.108
"11678",0.396
"11679",0.711
"11680",0.421
"11681",0.82
"11682",0.075
"11683",0.695
"11684",0.645
"11685",0.449
"11686",0.513
"11687",0.307
"11688",0.511
"11689",0.079
"11690",0.919
"11691",0.061
"11692",0.852
"11693",0.758
"11694",0.043
"11695",0.375
"11696",0.032
"11697",0.065
"11698",0.041
"11699",0.697
"11700",0.45
"11701",0.785
"11702",0.554
"11703",0.016
"11704",0.185
"11705",0.967
"11706",0.126
"11707",0.892
"11708",0.456
"11709",0.103
"11710",0.531
"11711",0.211
"11712",0.004
"11713",0.583
"11714",0.83
"11715",0.642
"11716",0.966
"11717",0.117
"11718",0.636
"11719",0.262
"11720",0.004
"11721",0.999
"11722",0.427
"11723",0.826
"11724",0.27
"11725",0.918
"11726",0.149
"11727",0.214
"11728",0.907
"11729",0.379
"11730",0.064
"11731",0.088
"11732",0.274
"11733",0.641
"11734",0.737
"11735",0.48
"11736",0.026
"11737",0.99
"11738",0.408
"11739",0.375
"11740",0.403
"11741",0.504
"11742",0.177
"11743",0.173
"11744",0.394
"11745",0.591
"11746",0.743
"11747",0.217
"11748",0.397
"11749",0.15
"11750",0.44
"11751",0.459
"11752",0.586
"11753",0.183
"11754",0.855
"11755",0.194
"11756",0.56
"11757",0.695
"11758",0.106
"11759",0.862
"11760",0.983
"11761",0.808
"11762",0.641
"11763",0.498
"11764",0.787
"11765",0.536
"11766",0.573
"11767",0.224
"11768",0.694
"11769",0.616
"11770",0.204
"11771",0.841
"11772",0.111
"11773",0.166
"11774",0.891
"11775",0.841
"11776",0.306
"11777",0.258
"11778",0.527
"11779",0.666
"11780",0.833
"11781",0.083
"11782",0.205
"11783",0.568
"11784",0.734
"11785",0.905
"11786",0.291
"11787",0.469
"11788",0.283
"11789",0.057
"11790",0.264
"11791",0.949
"11792",0.9
"11793",0.206
"11794",0.906
"11795",0.163
"11796",0.916
"11797",0.269
"11798",0.72
"11799",0.16
"11800",0.014
"11801",0.578
"11802",0.719
"11803",0.63
"11804",0.974
"11805",0.359
"11806",0.569
"11807",0.795
"11808",0.028
"11809",0.672
"11810",0.879
"11811",0.1
"11812",0.669
"11813",0.745
"11814",0.286
"11815",0.097
"11816",0.092
"11817",0.467
"11818",0.386
"11819",0.392
"11820",0.692
"11821",0.212
"11822",0.08
"11823",0.87
"11824",0.41
"11825",0.51
"11826",0.726
"11827",0.698
"11828",0.184
"11829",0.482
"11830",0.777
"11831",0.188
"11832",0.6
"11833",0.719
"11834",0.657
"11835",0.213
"11836",0.558
"11837",0.802
"11838",0.042
"11839",0.992
"11840",0.945
"11841",0.634
"11842",0.478
"11843",0.75
"11844",0.981
"11845",0.669
"11846",0.335
"11847",0.895
"11848",0.427
"11849",0.106
"11850",0.88
"11851",0.169
"11852",0.947
"11853",0.529
"11854",0.249
"11855",0.476
"11856",0.358
"11857",0.125
"11858",0.34
"11859",0.04
"11860",0.784
"11861",0.319
"11862",0.713
"11863",0.95
"11864",0.302
"11865",0.988
"11866",0.157
"11867",0.798
"11868",0.559
"11869",0.053
"11870",0.475
"11871",0.773
"11872",0.826
"11873",0.295
"11874",0.08
"11875",0.551
"11876",0.702
"11877",0.751
"11878",0.838
"11879",0.952
"11880",0.671
"11881",0.553
"11882",0.164
"11883",0.241
"11884",0.1
"11885",0.778
"11886",0.849
"11887",0.794
"11888",0.98
"11889",0.817
"11890",0.115
"11891",0.874
"11892",0.654
"11893",0.614
"11894",0.151
"11895",0.173
"11896",0.191
"11897",0.553
"11898",0.781
"11899",0.039
"11900",0.151
"11901",0.875
"11902",0.146
"11903",0.693
"11904",0.839
"11905",0.759
"11906",0.316
"11907",0.564
"11908",0.402
"11909",0.008
"11910",0.494
"11911",0.271
"11912",0.262
"11913",0.827
"11914",0.732
"11915",0.392
"11916",0.482
"11917",0.799
"11918",0.49
"11919",0.174
"11920",0.794
"11921",0.602
"11922",0.56
"11923",0.292
"11924",0.67
"11925",0.258
"11926",0.079
"11927",0.426
"11928",0.472
"11929",0.957
"11930",0.374
"11931",0.568
"11932",0.666
"11933",0.588
"11934",0.559
"11935",0.944
"11936",0.536
"11937",0.387
"11938",0.457
"11939",0.698
"11940",0.041
"11941",0.235
"11942",0.779
"11943",0.802
"11944",0.375
"11945",0.089
"11946",0.389
"11947",0.478
"11948",0.198
"11949",0.87
"11950",0.614
"11951",0.91
"11952",0.915
"11953",0.466
"11954",0.444
"11955",0.008
"11956",0.641
"11957",0.95
"11958",0.075
"11959",0.267
"11960",0.177
"11961",0.764
"11962",0.296
"11963",0.045
"11964",0.823
"11965",0.328
"11966",0.554
"11967",0.949
"11968",0.489
"11969",0.634
"11970",0.322
"11971",0.634
"11972",0.066
"11973",0.815
"11974",0.66
"11975",0.086
"11976",0.844
"11977",0.513
"11978",0.391
"11979",0.683
"11980",0.307
"11981",0.871
"11982",0.239
"11983",0.209
"11984",0.184
"11985",0.593
"11986",0.758
"11987",0.747
"11988",0.989
"11989",1
"11990",0.047
"11991",0.944
"11992",0.868
"11993",0.009
"11994",0.454
"11995",0.507
"11996",0.375
"11997",0.576
"11998",0.551
"11999",0.793
"12000",0.456
"12001",0.242
"12002",0.48
"12003",0.84
"12004",0.992
"12005",0.244
"12006",0.623
"12007",0.459
"12008",0.848
"12009",0.727
"12010",0.191
"12011",0.272
"12012",0.172
"12013",0.534
"12014",0.334
"12015",0.943
"12016",0.964
"12017",0.321
"12018",0.676
"12019",0.123
"12020",0.71
"12021",0.765
"12022",0.332
"12023",0.216
"12024",0.449
"12025",0.394
"12026",0.575
"12027",0.694
"12028",0.06
"12029",0.678
"12030",0.818
"12031",0.881
"12032",0.087
"12033",0.248
"12034",0.837
"12035",0.375
"12036",0.574
"12037",0.255
"12038",0.018
"12039",0.435
"12040",0.907
"12041",0.977
"12042",0.454
"12043",0.476
"12044",0.757
"12045",0.489
"12046",0.814
"12047",0.696
"12048",0.936
"12049",0.112
"12050",0.776
"12051",0.83
"12052",0.555
"12053",0.477
"12054",0.122
"12055",0.24
"12056",0.81
"12057",0.646
"12058",0.587
"12059",0.427
"12060",0.861
"12061",0.44
"12062",0.376
"12063",0.454
"12064",0.441
"12065",0.939
"12066",0.34
"12067",0.29
"12068",0.362
"12069",0.83
"12070",0.141
"12071",0.565
"12072",0.412
"12073",0.391
"12074",0.305
"12075",0.26
"12076",0.942
"12077",0.357
"12078",0.106
"12079",0.391
"12080",0.441
"12081",0.862
"12082",0.501
"12083",0.217
"12084",0.381
"12085",0.95
"12086",0.192
"12087",0.432
"12088",0.543
"12089",0.257
"12090",0.463
"12091",0.24
"12092",0.551
"12093",0.575
"12094",0.821
"12095",0.96
"12096",0.877
"12097",0.411
"12098",0.737
"12099",0.462
"12100",0.698
"12101",0.581
"12102",0.458
"12103",0.525
"12104",0.265
"12105",0.229
"12106",0.627
"12107",0.838
"12108",0.19
"12109",0.109
"12110",0.386
"12111",0.164
"12112",0.874
"12113",0.339
"12114",0.482
"12115",0.39
"12116",0.287
"12117",0.854
"12118",0.273
"12119",0.267
"12120",0.718
"12121",0.429
"12122",0.852
"12123",0.37
"12124",0.684
"12125",0.946
"12126",0.842
"12127",0.926
"12128",0.737
"12129",0.145
"12130",0.453
"12131",0.669
"12132",0.464
"12133",0.097
"12134",0.325
"12135",0.204
"12136",0.935
"12137",0.28
"12138",0.137
"12139",0.198
"12140",0.714
"12141",0.59
"12142",0.643
"12143",0.377
"12144",0.362
"12145",0.62
"12146",0.758
"12147",0.891
"12148",0.402
"12149",0.879
"12150",0.731
"12151",0.019
"12152",0.551
"12153",0.4
"12154",0.496
"12155",0.683
"12156",0.637
"12157",0.878
"12158",0.806
"12159",0.284
"12160",0.536
"12161",0.551
"12162",0.202
"12163",0.949
"12164",0.151
"12165",0.579
"12166",0.207
"12167",0.97
"12168",0.756
"12169",0.013
"12170",0.653
"12171",0.979
"12172",0.162
"12173",0.009
"12174",0.329
"12175",0.871
"12176",0.461
"12177",0.856
"12178",0.902
"12179",0.352
"12180",0.97
"12181",0.37
"12182",0.939
"12183",0.639
"12184",0.651
"12185",0.567
"12186",0.921
"12187",0.595
"12188",0.226
"12189",0.906
"12190",0.947
"12191",0.591
"12192",0.445
"12193",0.019
"12194",0.163
"12195",0.661
"12196",0.014
"12197",0.373
"12198",0.775
"12199",0.8
"12200",0.102
"12201",0.191
"12202",0.281
"12203",0.401
"12204",0.545
"12205",0.062
"12206",0.747
"12207",0.069
"12208",0.77
"12209",0.041
"12210",0.344
"12211",0.51
"12212",0.437
"12213",0.003
"12214",0.27
"12215",0.895
"12216",0.616
"12217",0.258
"12218",0.549
"12219",0.506
"12220",0.779
"12221",0.885
"12222",0.201
"12223",0.618
"12224",0.067
"12225",0.663
"12226",0.958
"12227",0.262
"12228",0.077
"12229",0.098
"12230",0.471
"12231",0.739
"12232",0.068
"12233",0.42
"12234",0.593
"12235",0.5
"12236",0.368
"12237",0.205
"12238",0.104
"12239",0.289
"12240",0.104
"12241",0.011
"12242",0.263
"12243",0.049
"12244",0.579
"12245",0.058
"12246",0.398
"12247",0.428
"12248",0.175
"12249",0.143
"12250",0.449
"12251",0.651
"12252",0.168
"12253",0.514
"12254",0.233
"12255",0.309
"12256",0.058
"12257",0.054
"12258",0.316
"12259",0.251
"12260",0.138
"12261",0.814
"12262",0.71
"12263",0.683
"12264",0.984
"12265",0.378
"12266",0.816
"12267",0.012
"12268",0.333
"12269",0.313
"12270",0.775
"12271",0.002
"12272",0.773
"12273",0.962
"12274",0.84
"12275",0.513
"12276",0.936
"12277",0.896
"12278",0.333
"12279",0.431
"12280",0.728
"12281",0.981
"12282",0.539
"12283",0.184
"12284",0.078
"12285",0.799
"12286",0.408
"12287",0.496
"12288",0.537
"12289",0.766
"12290",0.199
"12291",0.093
"12292",0.822
"12293",0.987
"12294",0.84
"12295",0.619
"12296",0.943
"12297",0.31
"12298",0.982
"12299",0.118
"12300",0.407
"12301",0.064
"12302",0.498
"12303",0.035
"12304",0.743
"12305",0.043
"12306",0.233
"12307",0.516
"12308",0.956
"12309",0.869
"12310",0.454
"12311",0.638
"12312",0.528
"12313",0.027
"12314",0.234
"12315",0.534
"12316",0.919
"12317",0.933
"12318",0.374
"12319",0.845
"12320",0.547
"12321",0.967
"12322",0.663
"12323",0.663
"12324",0.95
"12325",0.001
"12326",0.905
"12327",0.74
"12328",0.816
"12329",0.584
"12330",0.355
"12331",0.043
"12332",0.603
"12333",0.448
"12334",0.916
"12335",0.251
"12336",0.592
"12337",0.329
"12338",0.319
"12339",0.681
"12340",0.945
"12341",0.277
"12342",0.778
"12343",0.257
"12344",0.844
"12345",0.073
"12346",0.713
"12347",0.568
"12348",0.137
"12349",0.709
"12350",0.424
"12351",0.716
"12352",0.456
"12353",0.883
"12354",0.973
"12355",0.009
"12356",0.391
"12357",0.513
"12358",0.256
"12359",0.091
"12360",0.084
"12361",0.729
"12362",0.228
"12363",0.532
"12364",0.515
"12365",0.143
"12366",0.295
"12367",0.353
"12368",0.939
"12369",0.92
"12370",0.3
"12371",0.294
"12372",0.243
"12373",0.042
"12374",0.155
"12375",0.862
"12376",0.81
"12377",0.879
"12378",0.83
"12379",0.272
"12380",0.082
"12381",0.951
"12382",0.101
"12383",0.434
"12384",0.82
"12385",0.101
"12386",0.96
"12387",0.38
"12388",0.211
"12389",0.6
"12390",0.049
"12391",0.713
"12392",0.55
"12393",0.65
"12394",0.913
"12395",0.892
"12396",0.219
"12397",0.591
"12398",0.117
"12399",0.697
"12400",0.921
"12401",0.847
"12402",0.321
"12403",0.434
"12404",0.267
"12405",0.214
"12406",0.506
"12407",0.389
"12408",0.421
"12409",0.091
"12410",0.678
"12411",0.52
"12412",0.885
"12413",0.693
"12414",0.185
"12415",0.148
"12416",0.051
"12417",0.192
"12418",0.893
"12419",0.134
"12420",0.985
"12421",0.484
"12422",0.37
"12423",0.922
"12424",0.826
"12425",0.263
"12426",0.471
"12427",0.265
"12428",0.121
"12429",0.49
"12430",0.481
"12431",0.165
"12432",0.842
"12433",0.845
"12434",0.798
"12435",0.381
"12436",0.663
"12437",0.871
"12438",0.568
"12439",0.739
"12440",0.682
"12441",0.787
"12442",0.552
"12443",0.07
"12444",0.326
"12445",0.046
"12446",0.79
"12447",0.524
"12448",0.662
"12449",0.36
"12450",0.983
"12451",0.367
"12452",0.597
