"","p0q0"
"26033",0.39
"26034",0.355
"26035",0.313
"26036",0.36
"26037",0.367
"26038",0.373
"26039",0.36
"26040",0.32
"26041",0.345
"26042",0.393
"26043",0.361
"26044",0.371
"26045",0.329
"26046",0.356
"26047",0.368
"26048",0.313
"26049",0.33
"26050",0.337
"26051",0.348
"26052",0.295
"26053",0.342
"26054",0.373
"26055",0.358
"26056",0.379
"26057",0.328
"26058",0.375
"26059",0.444
"26060",0.424
"26061",0.43
"26062",0.422
"26063",0.421
"26064",0.445
"26065",0.393
"26066",0.395
"26067",0.379
"26068",0.44
"26069",0.437
"26070",0.355
"26071",0.439
"26072",0.435
"26073",0.438
"26074",0.418
"26075",0.448
"26076",0.484
"26077",0.471
"26078",0.603
"26079",0.405
"26080",0.486
"26081",0.442
"26082",0.586
"26083",0.443
"26084",0.449
"26085",0.452
"26086",0.405
"26087",0.447
"26088",0.463
"26089",0.434
"26090",0.43
"26091",0.445
"26092",0.455
"26093",0.446
"26094",0.46
"26095",0.476
"26096",0.479
"26097",0.418
"26098",0.398
"26099",0.458
"26100",0.46
"26101",0.475
"26102",0.446
"26103",0.418
"26104",0.43
"26105",0.465
"26106",0.454
"26107",0.46
"26108",0.406
"26109",0.414
"26110",0.428
"26111",0.396
"26112",0.395
"26113",0.418
"26114",0.424
"26115",0.368
"26116",0.43
"26117",0.46
"26118",0.441
"26119",0.553
"26120",0.395
"26121",0.447
"26122",0.193
"26123",0.216
"26124",0.201
"26125",0.174
"26126",0.194
"26127",0.222
"26128",0.18
"26129",0.195
"26130",0.175
"26131",0.196
"26132",0.216
"26133",0.17
"26134",0.191
"26135",0.216
"26136",0.216
"26137",0.198
"26138",0.193
"26139",0.226
"26140",0.221
"26141",0.24
"26142",0.182
"26143",0.222
"26144",0.181
"26145",0.271
"26146",0.222
"26147",0.22
"26148",0.217
"26149",0.187
"26150",0.22
"26151",0.21
"26152",0.184
"26153",0.193
"26154",0.226
"26155",0.23
"26156",0.202
"26157",0.214
"26158",0.223
"26159",0.205
"26160",0.19
"26161",0.179
"26162",0.202
"26163",0.217
"26164",0.21
"26165",0.21
"26166",0.188
"26167",0.204
"26168",0.221
"26169",0.213
"26170",0.219
"26171",0.189
"26172",0.213
"26173",0.215
"26174",0.178
"26175",0.2
"26176",0.201
"26177",0.193
"26178",0.166
"26179",0.184
"26180",0.223
"26181",0.201
"26182",0.211
"26183",0.213
"26184",0.214
"26185",0.106
"26186",0.117
"26187",0.114
"26188",0.1
"26189",0.114
"26190",0.132
"26191",0.102
"26192",0.11
"26193",0.095
"26194",0.117
"26195",0.12
"26196",0.101
"26197",0.116
"26198",0.127
"26199",0.123
"26200",0.105
"26201",0.116
"26202",0.129
"26203",0.118
"26204",0.14
"26205",0.115
"26206",0.13
"26207",0.1
"26208",0.11
"26209",0.134
"26210",0.136
"26211",0.119
"26212",0.104
"26213",0.139
"26214",0.125
"26215",0.111
"26216",0.113
"26217",0.145
"26218",0.13
"26219",0.117
"26220",0.134
"26221",0.127
"26222",0.12
"26223",0.114
"26224",0.118
"26225",0.119
"26226",0.129
"26227",0.122
"26228",0.125
"26229",0.115
"26230",0.123
"26231",0.122
"26232",0.124
"26233",0.124
"26234",0.112
"26235",0.137
"26236",0.132
"26237",0.119
"26238",0.13
"26239",0.12
"26240",0.123
"26241",0.103
"26242",0.11
"26243",0.136
"26244",0.117
"26245",0.114
"26246",0.15
"26247",0.123
"26248",0.171
"26249",0.188
"26250",0.174
"26251",0.153
"26252",0.175
"26253",0.201
"26254",0.158
"26255",0.169
"26256",0.158
"26257",0.175
"26258",0.189
"26259",0.153
"26260",0.172
"26261",0.19
"26262",0.189
"26263",0.171
"26264",0.176
"26265",0.204
"26266",0.186
"26267",0.211
"26268",0.164
"26269",0.196
"26270",0.166
"26271",0.175
"26272",0.204
"26273",0.198
"26274",0.191
"26275",0.166
"26276",0.202
"26277",0.183
"26278",0.16
"26279",0.174
"26280",0.21
"26281",0.198
"26282",0.178
"26283",0.193
"26284",0.192
"26285",0.185
"26286",0.174
"26287",0.162
"26288",0.18
"26289",0.193
"26290",0.187
"26291",0.196
"26292",0.173
"26293",0.18
"26294",0.195
"26295",0.189
"26296",0.196
"26297",0.172
"26298",0.196
"26299",0.19
"26300",0.164
"26301",0.182
"26302",0.179
"26303",0.176
"26304",0.146
"26305",0.164
"26306",0.199
"26307",0.177
"26308",0.183
"26309",0.196
"26310",0.19
"26311",0.416
"26312",0.412
"26313",0.407
"26314",0.382
"26315",0.4
"26316",0.425
"26317",0.363
"26318",0.399
"26319",0.351
"26320",0.432
"26321",0.431
"26322",0.345
"26323",0.399
"26324",0.418
"26325",0.435
"26326",0.411
"26327",0.415
"26328",0.46
"26329",0.445
"26330",0.535
"26331",0.376
"26332",0.436
"26333",0.399
"26334",0.594
"26335",0.42
"26336",0.421
"26337",0.434
"26338",0.382
"26339",0.433
"26340",0.433
"26341",0.397
"26342",0.407
"26343",0.446
"26344",0.451
"26345",0.418
"26346",0.426
"26347",0.436
"26348",0.447
"26349",0.409
"26350",0.364
"26351",0.419
"26352",0.422
"26353",0.425
"26354",0.407
"26355",0.373
"26356",0.395
"26357",0.446
"26358",0.413
"26359",0.427
"26360",0.368
"26361",0.388
"26362",0.418
"26363",0.366
"26364",0.384
"26365",0.382
"26366",0.403
"26367",0.337
"26368",0.402
"26369",0.424
"26370",0.408
"26371",0.532
"26372",0.376
"26373",0.425
"26374",0.467
"26375",0.411
"26376",0.433
"26377",0.418
"26378",0.422
"26379",0.428
"26380",0.384
"26381",0.39
"26382",0.382
"26383",0.487
"26384",0.419
"26385",0.351
"26386",0.447
"26387",0.44
"26388",0.424
"26389",0.403
"26390",0.472
"26391",0.484
"26392",0.467
"26393",0.651
"26394",0.4
"26395",0.544
"26396",0.479
"26397",0.566
"26398",0.434
"26399",0.461
"26400",0.467
"26401",0.41
"26402",0.427
"26403",0.477
"26404",0.511
"26405",0.431
"26406",0.437
"26407",0.419
"26408",0.492
"26409",0.46
"26410",0.463
"26411",0.487
"26412",0.419
"26413",0.412
"26414",0.475
"26415",0.484
"26416",0.488
"26417",0.424
"26418",0.42
"26419",0.441
"26420",0.46
"26421",0.459
"26422",0.471
"26423",0.418
"26424",0.429
"26425",0.43
"26426",0.398
"26427",0.374
"26428",0.424
"26429",0.411
"26430",0.4
"26431",0.426
"26432",0.467
"26433",0.437
"26434",0.549
"26435",0.381
"26436",0.457
"26437",0.293
"26438",0.329
"26439",0.322
"26440",0.338
"26441",0.315
"26442",0.341
"26443",0.3
"26444",0.306
"26445",0.362
"26446",0.289
"26447",0.325
"26448",0.343
"26449",0.315
"26450",0.309
"26451",0.337
"26452",0.292
"26453",0.317
"26454",0.316
"26455",0.318
"26456",0.3
"26457",0.304
"26458",0.324
"26459",0.335
"26460",0.29
"26461",0.346
"26462",0.274
"26463",0.319
"26464",0.36
"26465",0.334
"26466",0.35
"26467",0.313
"26468",0.33
"26469",0.29
"26470",0.367
"26471",0.341
"26472",0.349
"26473",0.312
"26474",0.341
"26475",0.268
"26476",0.302
"26477",0.338
"26478",0.307
"26479",0.312
"26480",0.311
"26481",0.354
"26482",0.306
"26483",0.292
"26484",0.244
"26485",0.318
"26486",0.34
"26487",0.303
"26488",0.253
"26489",0.294
"26490",0.294
"26491",0.267
"26492",0.281
"26493",0.28
"26494",0.314
"26495",0.309
"26496",0.32
"26497",0.379
"26498",0.415
"26499",0.42
"26500",0.44
"26501",0.408
"26502",0.445
"26503",0.381
"26504",0.409
"26505",0.468
"26506",0.376
"26507",0.419
"26508",0.436
"26509",0.384
"26510",0.404
"26511",0.433
"26512",0.368
"26513",0.405
"26514",0.408
"26515",0.409
"26516",0.384
"26517",0.392
"26518",0.412
"26519",0.435
"26520",0.389
"26521",0.432
"26522",0.354
"26523",0.421
"26524",0.461
"26525",0.42
"26526",0.443
"26527",0.427
"26528",0.42
"26529",0.371
"26530",0.52
"26531",0.432
"26532",0.439
"26533",0.398
"26534",0.424
"26535",0.348
"26536",0.393
"26537",0.44
"26538",0.393
"26539",0.404
"26540",0.402
"26541",0.444
"26542",0.387
"26543",0.379
"26544",0.323
"26545",0.412
"26546",0.437
"26547",0.39
"26548",0.339
"26549",0.364
"26550",0.374
"26551",0.344
"26552",0.365
"26553",0.369
"26554",0.415
"26555",0.398
"26556",0.389
"26557",0.484
"26558",0.507
"26559",0.52
"26560",0.545
"26561",0.497
"26562",0.544
"26563",0.467
"26564",0.504
"26565",0.567
"26566",0.45
"26567",0.505
"26568",0.537
"26569",0.472
"26570",0.496
"26571",0.53
"26572",0.447
"26573",0.511
"26574",0.479
"26575",0.502
"26576",0.49
"26577",0.474
"26578",0.51
"26579",0.52
"26580",0.478
"26581",0.527
"26582",0.437
"26583",0.509
"26584",0.555
"26585",0.511
"26586",0.543
"26587",0.525
"26588",0.522
"26589",0.458
"26590",0.662
"26591",0.514
"26592",0.534
"26593",0.494
"26594",0.521
"26595",0.422
"26596",0.478
"26597",0.535
"26598",0.486
"26599",0.499
"26600",0.49
"26601",0.525
"26602",0.485
"26603",0.478
"26604",0.398
"26605",0.496
"26606",0.546
"26607",0.472
"26608",0.427
"26609",0.432
"26610",0.453
"26611",0.425
"26612",0.438
"26613",0.448
"26614",0.495
"26615",0.49
"26616",0.472
"26617",0.533
"26618",0.567
"26619",0.571
"26620",0.597
"26621",0.551
"26622",0.633
"26623",0.494
"26624",0.582
"26625",0.629
"26626",0.495
"26627",0.569
"26628",0.614
"26629",0.518
"26630",0.57
"26631",0.575
"26632",0.552
"26633",0.537
"26634",0.521
"26635",0.576
"26636",0.569
"26637",0.518
"26638",0.554
"26639",0.567
"26640",0.531
"26641",0.611
"26642",0.484
"26643",0.559
"26644",0.597
"26645",0.627
"26646",0.58
"26647",0.61
"26648",0.593
"26649",0.503
"26650",0.694
"26651",0.582
"26652",0.576
"26653",0.535
"26654",0.591
"26655",0.489
"26656",0.522
"26657",0.585
"26658",0.536
"26659",0.54
"26660",0.62
"26661",0.567
"26662",0.524
"26663",0.538
"26664",0.478
"26665",0.642
"26666",0.602
"26667",0.527
"26668",0.479
"26669",0.443
"26670",0.49
"26671",0.464
"26672",0.471
"26673",0.498
"26674",0.514
"26675",0.669
"26676",0.586
"26677",0.255
"26678",0.287
"26679",0.275
"26680",0.296
"26681",0.283
"26682",0.294
"26683",0.257
"26684",0.264
"26685",0.319
"26686",0.254
"26687",0.278
"26688",0.294
"26689",0.278
"26690",0.268
"26691",0.291
"26692",0.255
"26693",0.274
"26694",0.281
"26695",0.277
"26696",0.265
"26697",0
"26698",0.267
"26699",0.285
"26700",0.293
"26701",0.257
"26702",0.312
"26703",0.24
"26704",0.275
"26705",0.316
"26706",0.29
"26707",0.311
"26708",0.267
"26709",0.285
"26710",0.262
"26711",0.283
"26712",0.287
"26713",0.302
"26714",0.275
"26715",0.294
"26716",0.233
"26717",0.27
"26718",0.303
"26719",0.264
"26720",0.277
"26721",0.276
"26722",0.315
"26723",0.272
"26724",0.258
"26725",0.209
"26726",0.28
"26727",0.296
"26728",0.264
"26729",0.226
"26730",0.255
"26731",0.255
"26732",0.241
"26733",0.244
"26734",0.245
"26735",0.273
"26736",0.263
"26737",0.285
"26738",0.118
"26739",0.129
"26740",0.125
"26741",0.132
"26742",0.137
"26743",0.138
"26744",0.131
"26745",0.118
"26746",0.153
"26747",0.127
"26748",0.128
"26749",0.142
"26750",0.139
"26751",0.119
"26752",0.141
"26753",0.127
"26754",0.131
"26755",0.115
"26756",0.129
"26757",0.129
"26758",0.132
"26759",0.117
"26760",0.129
"26761",0.142
"26762",0.128
"26763",0.139
"26764",0.115
"26765",0.132
"26766",0.156
"26767",0.13
"26768",0.153
"26769",0.114
"26770",0.116
"26771",0.123
"26772",0.112
"26773",0.133
"26774",0.136
"26775",0.133
"26776",0.131
"26777",0.106
"26778",0.13
"26779",0.142
"26780",0.127
"26781",0.124
"26782",0.123
"26783",0.164
"26784",0.144
"26785",0.124
"26786",0.082
"26787",0.124
"26788",0.139
"26789",0.132
"26790",0.099
"26791",0.129
"26792",0.13
"26793",0.117
"26794",0.113
"26795",0.111
"26796",0.121
"26797",0.116
"26798",0.138
"26799",0.218
"26800",0.234
"26801",0.229
"26802",0.247
"26803",0.241
"26804",0.243
"26805",0.217
"26806",0.224
"26807",0.267
"26808",0.215
"26809",0.227
"26810",0.245
"26811",0.241
"26812",0.228
"26813",0.254
"26814",0.222
"26815",0.234
"26816",0.22
"26817",0.232
"26818",0.227
"26819",0.239
"26820",0.215
"26821",0.239
"26822",0.251
"26823",0.225
"26824",0.26
"26825",0.202
"26826",0.241
"26827",0.266
"26828",0.241
"26829",0.267
"26830",0.217
"26831",0.239
"26832",0.223
"26833",0.207
"26834",0.24
"26835",0.246
"26836",0.224
"26837",0.242
"26838",0.194
"26839",0.228
"26840",0.252
"26841",0.221
"26842",0.226
"26843",0.231
"26844",0.266
"26845",0.245
"26846",0.215
"26847",0.166
"26848",0.233
"26849",0.249
"26850",0.221
"26851",0.185
"26852",0.218
"26853",0.217
"26854",0.2
"26855",0.199
"26856",0.207
"26857",0.225
"26858",0.223
"26859",0.247
"26860",0.524
"26861",0.553
"26862",0.542
"26863",0.588
"26864",0.528
"26865",0.601
"26866",0.499
"26867",0.553
"26868",0.62
"26869",0.489
"26870",0.559
"26871",0.608
"26872",0.517
"26873",0.538
"26874",0.56
"26875",0.503
"26876",0.547
"26877",0.53
"26878",0.561
"26879",0.541
"26880",0.512
"26881",0.558
"26882",0.565
"26883",0.521
"26884",0.589
"26885",0.483
"26886",0.555
"26887",0.591
"26888",0.602
"26889",0.587
"26890",0.587
"26891",0.57
"26892",0.499
"26893",0.697
"26894",0.563
"26895",0.58
"26896",0.534
"26897",0.574
"26898",0.469
"26899",0.519
"26900",0.581
"26901",0.542
"26902",0.544
"26903",0.613
"26904",0.562
"26905",0.52
"26906",0.521
"26907",0.441
"26908",0.63
"26909",0.591
"26910",0.517
"26911",0.467
"26912",0.446
"26913",0.482
"26914",0.468
"26915",0.477
"26916",0.49
"26917",0.518
"26918",0.597
"26919",0.584
"26920",0.503
"26921",0.539
"26922",0.528
"26923",0.563
"26924",0.527
"26925",0.602
"26926",0.457
"26927",0.605
"26928",0.592
"26929",0.525
"26930",0.54
"26931",0.592
"26932",0.489
"26933",0.552
"26934",0.562
"26935",0.55
"26936",0.502
"26937",0.495
"26938",0.557
"26939",0.524
"26940",0.479
"26941",0.507
"26942",0.522
"26943",0.502
"26944",0.605
"26945",0.47
"26946",0.526
"26947",0.573
"26948",0.586
"26949",0.525
"26950",0.621
"26951",0.58
"26952",0.481
"26953",0.644
"26954",0.548
"26955",0.552
"26956",0.516
"26957",0.618
"26958",0.469
"26959",0.478
"26960",0.555
"26961",0.499
"26962",0.502
"26963",0.6
"26964",0.56
"26965",0.498
"26966",0.511
"26967",0.501
"26968",0.615
"26969",0.595
"26970",0.52
"26971",0.464
"26972",0.405
"26973",0.465
"26974",0.421
"26975",0.454
"26976",0.471
"26977",0.479
"26978",0.733
"26979",0.576
"26980",0.412
"26981",0.435
"26982",0.368
"26983",0.447
"26984",0.453
"26985",0.408
"26986",0.463
"26987",0.393
"26988",0.457
"26989",0.476
"26990",0.393
"26991",0.469
"26992",0.421
"26993",0.452
"26994",0.463
"26995",0.431
"26996",0.427
"26997",0.422
"26998",0.422
"26999",0.381
"27000",0.458
"27001",0.439
"27002",0.422
"27003",0.424
"27004",0.411
"27005",0.405
"27006",0.461
"27007",0.411
"27008",0.443
"27009",0.398
"27010",0.456
"27011",0.365
"27012",0.42
"27013",0.485
"27014",0.425
"27015",0.421
"27016",0.429
"27017",0.477
"27018",0.37
"27019",0.45
"27020",0.473
"27021",0.408
"27022",0.406
"27023",0.451
"27024",0.499
"27025",0.444
"27026",0.466
"27027",0.426
"27028",0.42
"27029",0.446
"27030",0.383
"27031",0.384
"27032",0.407
"27033",0.4
"27034",0.361
"27035",0.428
"27036",0.399
"27037",0.412
"27038",0.417
"27039",0.483
"27040",0.515
"27041",0.559
"27042",0.446
"27043",0.57
"27044",0.568
"27045",0.509
"27046",0.584
"27047",0.491
"27048",0.578
"27049",0.588
"27050",0.504
"27051",0.583
"27052",0.515
"27053",0.568
"27054",0.574
"27055",0.524
"27056",0.549
"27057",0.525
"27058",0.517
"27059",0.486
"27060",0.577
"27061",0.561
"27062",0.534
"27063",0.559
"27064",0.522
"27065",0.524
"27066",0.591
"27067",0.515
"27068",0.566
"27069",0.506
"27070",0.554
"27071",0.486
"27072",0.521
"27073",0.598
"27074",0.507
"27075",0.52
"27076",0.548
"27077",0.568
"27078",0.457
"27079",0.559
"27080",0.576
"27081",0.511
"27082",0.52
"27083",0.567
"27084",0.616
"27085",0.543
"27086",0.584
"27087",0.537
"27088",0.52
"27089",0.564
"27090",0.479
"27091",0.477
"27092",0.511
"27093",0.492
"27094",0.458
"27095",0.524
"27096",0.526
"27097",0.526
"27098",0.523
"27099",0.595
"27100",0.612
"27101",0.649
"27102",0.512
"27103",0.648
"27104",0.664
"27105",0.599
"27106",0.664
"27107",0.569
"27108",0.674
"27109",0.671
"27110",0.599
"27111",0.676
"27112",0.601
"27113",0.67
"27114",0.65
"27115",0.606
"27116",0.644
"27117",0.62
"27118",0.642
"27119",0.563
"27120",0.672
"27121",0.64
"27122",0.627
"27123",0.681
"27124",0.602
"27125",0.599
"27126",0.672
"27127",0.6
"27128",0.65
"27129",0.586
"27130",0.628
"27131",0.565
"27132",0.614
"27133",0.678
"27134",0.581
"27135",0.618
"27136",0.638
"27137",0.659
"27138",0.524
"27139",0.662
"27140",0.677
"27141",0.61
"27142",0.611
"27143",0.648
"27144",0.691
"27145",0.631
"27146",0.678
"27147",0.606
"27148",0.606
"27149",0.659
"27150",0.542
"27151",0.546
"27152",0.585
"27153",0.56
"27154",0.518
"27155",0.601
"27156",0.631
"27157",0.617
"27158",0.604
"27159",0.704
"27160",0.661
"27161",0.69
"27162",0.542
"27163",0.677
"27164",0.717
"27165",0.651
"27166",0.703
"27167",0.657
"27168",0.715
"27169",0.723
"27170",0.682
"27171",0.707
"27172",0.632
"27173",0.716
"27174",0.691
"27175",0.649
"27176",0.683
"27177",0.67
"27178",0.652
"27179",0.595
"27180",0.717
"27181",0.695
"27182",0.713
"27183",0.937
"27184",0.633
"27185",0.643
"27186",0.725
"27187",0.694
"27188",0.753
"27189",0.615
"27190",0.738
"27191",0.614
"27192",0.68
"27193",0.718
"27194",0.6
"27195",0.684
"27196",0.689
"27197",0.716
"27198",0.588
"27199",0.707
"27200",0.709
"27201",0.656
"27202",0.649
"27203",0.701
"27204",0.759
"27205",0.689
"27206",0.738
"27207",0.65
"27208",0.659
"27209",0.7
"27210",0.623
"27211",0.592
"27212",0.617
"27213",0.608
"27214",0.568
"27215",0.656
"27216",0.722
"27217",0.926
"27218",0.675
"27219",0.759
"27220",0.361
"27221",0.377
"27222",0.326
"27223",0.391
"27224",0.406
"27225",0.361
"27226",0.398
"27227",0.343
"27228",0.407
"27229",0.421
"27230",0.35
"27231",0.411
"27232",0.364
"27233",0.393
"27234",0.414
"27235",0.382
"27236",0.372
"27237",0.381
"27238",0.371
"27239",0.329
"27240",0.401
"27241",0.376
"27242",0.377
"27243",0.361
"27244",0.35
"27245",0.357
"27246",0.4
"27247",0.358
"27248",0.383
"27249",0.347
"27250",0.407
"27251",0.322
"27252",0.364
"27253",0.435
"27254",0.375
"27255",0.375
"27256",0.376
"27257",0.408
"27258",0.32
"27259",0.394
"27260",0.414
"27261",0.368
"27262",0.361
"27263",0.4
"27264",0.446
"27265",0.397
"27266",0.411
"27267",0.361
"27268",0.362
"27269",0.388
"27270",0.332
"27271",0.331
"27272",0.353
"27273",0.347
"27274",0.311
"27275",0.377
"27276",0.353
"27277",0.359
"27278",0.367
"27279",0.425
"27280",0.177
"27281",0.185
"27282",0.196
"27283",0.207
"27284",0.214
"27285",0.18
"27286",0.203
"27287",0.189
"27288",0.211
"27289",0.229
"27290",0.201
"27291",0.217
"27292",0.192
"27293",0.193
"27294",0.249
"27295",0.216
"27296",0.181
"27297",0.202
"27298",0.184
"27299",0.171
"27300",0.204
"27301",0.187
"27302",0.203
"27303",0.18
"27304",0.177
"27305",0.18
"27306",0.213
"27307",0.178
"27308",0.195
"27309",0.174
"27310",0.214
"27311",0.166
"27312",0.215
"27313",0.258
"27314",0.242
"27315",0.194
"27316",0.205
"27317",0.214
"27318",0.156
"27319",0.201
"27320",0.217
"27321",0.213
"27322",0.187
"27323",0.201
"27324",0.248
"27325",0.222
"27326",0.241
"27327",0.202
"27328",0.183
"27329",0.202
"27330",0.169
"27331",0.184
"27332",0.188
"27333",0.188
"27334",0.161
"27335",0.196
"27336",0.137
"27337",0.189
"27338",0.198
"27339",0.216
"27340",0.301
"27341",0.316
"27342",0.275
"27343",0.334
"27344",0.343
"27345",0.305
"27346",0.331
"27347",0.287
"27348",0.348
"27349",0.351
"27350",0.315
"27351",0.349
"27352",0.303
"27353",0.332
"27354",0.368
"27355",0.327
"27356",0.303
"27357",0.326
"27358",0.302
"27359",0.271
"27360",0.346
"27361",0.318
"27362",0.312
"27363",0.307
"27364",0.288
"27365",0.304
"27366",0.337
"27367",0.293
"27368",0.321
"27369",0.279
"27370",0.339
"27371",0.274
"27372",0.317
"27373",0.384
"27374",0.331
"27375",0.306
"27376",0.315
"27377",0.328
"27378",0.259
"27379",0.33
"27380",0.352
"27381",0.318
"27382",0.296
"27383",0.332
"27384",0.373
"27385",0.341
"27386",0.349
"27387",0.305
"27388",0.303
"27389",0.324
"27390",0.277
"27391",0.278
"27392",0.294
"27393",0.282
"27394",0.26
"27395",0.317
"27396",0.273
"27397",0.299
"27398",0.311
"27399",0.335
"27400",0.669
"27401",0.688
"27402",0.536
"27403",0.688
"27404",0.721
"27405",0.653
"27406",0.706
"27407",0.643
"27408",0.727
"27409",0.704
"27410",0.653
"27411",0.715
"27412",0.641
"27413",0.72
"27414",0.697
"27415",0.654
"27416",0.684
"27417",0.664
"27418",0.656
"27419",0.6
"27420",0.708
"27421",0.682
"27422",0.681
"27423",0.901
"27424",0.632
"27425",0.643
"27426",0.717
"27427",0.669
"27428",0.731
"27429",0.624
"27430",0.718
"27431",0.612
"27432",0.665
"27433",0.728
"27434",0.607
"27435",0.68
"27436",0.68
"27437",0.7
"27438",0.565
"27439",0.691
"27440",0.724
"27441",0.648
"27442",0.646
"27443",0.701
"27444",0.743
"27445",0.671
"27446",0.717
"27447",0.644
"27448",0.645
"27449",0.698
"27450",0.593
"27451",0.588
"27452",0.629
"27453",0.595
"27454",0.561
"27455",0.655
"27456",0.713
"27457",0.797
"27458",0.658
"27459",0.749
"27460",0.628
"27461",0.628
"27462",0.501
"27463",0.616
"27464",0.665
"27465",0.606
"27466",0.638
"27467",0.651
"27468",0.674
"27469",0.698
"27470",0.623
"27471",0.668
"27472",0.599
"27473",0.661
"27474",0.649
"27475",0.623
"27476",0.669
"27477",0.629
"27478",0.618
"27479",0.564
"27480",0.666
"27481",0.676
"27482",0.725
"27483",0.879
"27484",0.602
"27485",0.601
"27486",0.703
"27487",0.673
"27488",0.746
"27489",0.577
"27490",0.685
"27491",0.605
"27492",0.649
"27493",0.669
"27494",0.582
"27495",0.695
"27496",0.645
"27497",0.669
"27498",0.578
"27499",0.67
"27500",0.649
"27501",0.623
"27502",0.613
"27503",0.666
"27504",0.735
"27505",0.666
"27506",0.714
"27507",0.61
"27508",0.619
"27509",0.668
"27510",0.604
"27511",0.567
"27512",0.565
"27513",0.568
"27514",0.556
"27515",0.607
"27516",0.704
"27517",0.888
"27518",0.653
"27519",0.717
"27520",0.275
"27521",0.24
"27522",0.296
"27523",0.271
"27524",0.277
"27525",0.257
"27526",0.283
"27527",0.289
"27528",0.298
"27529",0.331
"27530",0.323
"27531",0.245
"27532",0.303
"27533",0.275
"27534",0.26
"27535",0.281
"27536",0.284
"27537",0.272
"27538",0.31
"27539",0.296
"27540",0.322
"27541",0.275
"27542",0.256
"27543",0.26
"27544",0.286
"27545",0.271
"27546",0.262
"27547",0.309
"27548",0.278
"27549",0.276
"27550",0.274
"27551",0.259
"27552",0.326
"27553",0.26
"27554",0.273
"27555",0.283
"27556",0.369
"27557",0.284
"27558",0.245
"27559",0.257
"27560",0.28
"27561",0.27
"27562",0.308
"27563",0.299
"27564",0.31
"27565",0.279
"27566",0.258
"27567",0.203
"27568",0.277
"27569",0.249
"27570",0.247
"27571",0.249
"27572",0.268
"27573",0.226
"27574",0.269
"27575",0.284
"27576",0.188
"27577",0.275
"27578",0.252
"27579",0.279
"27580",0.351
"27581",0.33
"27582",0.386
"27583",0.342
"27584",0.374
"27585",0.356
"27586",0.38
"27587",0.398
"27588",0.394
"27589",0.418
"27590",0.42
"27591",0.334
"27592",0.4
"27593",0.381
"27594",0.363
"27595",0.39
"27596",0.387
"27597",0.374
"27598",0.4
"27599",0.388
"27600",0.425
"27601",0.4
"27602",0.351
"27603",0.33
"27604",0.38
"27605",0.368
"27606",0.364
"27607",0.398
"27608",0.362
"27609",0.38
"27610",0.363
"27611",0.358
"27612",0.393
"27613",0.349
"27614",0.373
"27615",0.393
"27616",0.438
"27617",0.386
"27618",0.346
"27619",0.348
"27620",0.374
"27621",0.375
"27622",0.399
"27623",0.389
"27624",0.403
"27625",0.373
"27626",0.365
"27627",0.296
"27628",0.375
"27629",0.327
"27630",0.341
"27631",0.338
"27632",0.356
"27633",0.31
"27634",0.362
"27635",0.383
"27636",0.237
"27637",0.366
"27638",0.362
"27639",0.364
"27640",0.439
"27641",0.401
"27642",0.459
"27643",0.417
"27644",0.469
"27645",0.454
"27646",0.479
"27647",0.509
"27648",0.484
"27649",0.511
"27650",0.513
"27651",0.416
"27652",0.506
"27653",0.49
"27654",0.446
"27655",0.478
"27656",0.482
"27657",0.459
"27658",0.503
"27659",0.476
"27660",0.525
"27661",0.49
"27662",0.429
"27663",0.425
"27664",0.467
"27665",0.47
"27666",0.454
"27667",0.484
"27668",0.45
"27669",0.472
"27670",0.447
"27671",0.443
"27672",0.485
"27673",0.433
"27674",0.459
"27675",0.484
"27676",0.527
"27677",0.478
"27678",0.426
"27679",0.436
"27680",0.478
"27681",0.474
"27682",0.495
"27683",0.495
"27684",0.483
"27685",0.456
"27686",0.455
"27687",0.374
"27688",0.466
"27689",0.408
"27690",0.429
"27691",0.432
"27692",0.444
"27693",0.39
"27694",0.459
"27695",0.476
"27696",0.304
"27697",0.462
"27698",0.451
"27699",0.438
"27700",0.547
"27701",0.491
"27702",0.556
"27703",0.571
"27704",0.549
"27705",0.509
"27706",0.596
"27707",0.687
"27708",0.617
"27709",0.609
"27710",0.622
"27711",0.552
"27712",0.646
"27713",0.614
"27714",0.553
"27715",0.612
"27716",0.6
"27717",0.567
"27718",0.61
"27719",0.579
"27720",0.633
"27721",0.56
"27722",0.505
"27723",0.539
"27724",0.558
"27725",0.621
"27726",0.534
"27727",0.607
"27728",0.566
"27729",0.592
"27730",0.578
"27731",0.521
"27732",0.601
"27733",0.622
"27734",0.57
"27735",0.591
"27736",0.657
"27737",0.589
"27738",0.555
"27739",0.559
"27740",0.575
"27741",0.574
"27742",0.579
"27743",0.589
"27744",0.545
"27745",0.575
"27746",0.569
"27747",0.477
"27748",0.561
"27749",0.492
"27750",0.522
"27751",0.511
"27752",0.528
"27753",0.482
"27754",0.575
"27755",0.535
"27756",0.468
"27757",0.553
"27758",0.533
"27759",0.523
"27760",0.238
"27761",0.21
"27762",0.261
"27763",0.228
"27764",0.241
"27765",0.222
"27766",0.252
"27767",0.246
"27768",0.259
"27769",0.277
"27770",0.283
"27771",0.21
"27772",0.258
"27773",0.241
"27774",0.223
"27775",0.249
"27776",0.253
"27777",0.233
"27778",0.271
"27779",0.263
"27780",0.276
"27781",0.243
